,parent,text,label
125,How many PhDs and masters degrees do you have and from what institutions?,"By the way, I have a MS in Biochemistry from Syracuse University, an MBA from the University of Rochester, and an MD from SUNY-Upstate. )",0
126,"From the article - 'The season was highly regarded, and garnered millions of viewers. It also became one of the biggest anime exports out of Japan, specifically the third, after Sailor Moon and Pokémon. (It is possibly the fourth largest, if Dragonball Z is included.)' - why is Dragonball Z not included? (You can answer on my talk page if you so wish). —",I deleted that part; couldn't figure out why the heck it wasn't part of the main list. *Shrugs* That whole statement needs a source anyway so I put a citation tag by it.,0
127,"Ref: American and British English differences#Punctuation 'It is sometimes believed that BrE does not hyphenate multiple-word adjectives (e.g. ""a first class ticket""). The most common form is as in AmE (""a first-class ticket""), but some British writers omit the hyphen when no ambiguity would arise.'blockquote>","With regard to compound adjectives in American English, if ""sign-language interpreter"" needs to be hypenated then is ""spoken-language interpreter"" correct too?",0
128,"But why quote selectively? It also says: ""Because they are optional, editors should not add templates without consensus,"" and there is no consensus for them on this page.","I agree that's a better argument than ""cumbersome and pointless"". Still nice to let people have the facts.",0
129,So you are saying that information about the parent company should be placed in a different article? Maybe the UAL Corporation and AMR Corporation articles need to be restructured.,"No, I am saying that some info from the parent company should be moved back into the US Airways article. For example, neither the UAL or AMR article list fleet information, nor information about past mergers.",0
130,I just realized you mentioned that a 'consensus' should be reached. How can a consensus be reached if you are going to revert the article?,"Because one editor was removing the edits without consensus and acting like he owned the essay. Start a discussion on this subject. If consensus is to keep Willow's edits out, then so be it. I for one, though, think Willow added valid points to this essay which belong here and not at WP:WINF.",0
131,"Footnote number covers it just fine, explaining the situation in detail. As for other Armenians, lets be serious. There are some Azeris in Armenia as well (one is a prominent soccer coach), adding Ethnic groups in Armenia to the Azeris article would just be silly.' '","Ok, there's just now way we can have that category, the one or two Armenians in Azerbaijan can't justify that. As for NK Armenians, I can't speak for others but I wouldn't mind adding ""de jure in Azerbaijan"" or something in the footnote.' '",0
132,"I was not aware of being part of an edit war. I was in the process of categorization without noticing you were editing at the same time. Let's talk, then.","You're right, and I modified what I said on your talk page. Mar (UTC)",0
133,"I just want to say thanks, and also that this is not the first time these users simply remove heavily sourced information.","PLease check the first post on top of this page, Azerbaijani's quotes (those I checked so far before he added new ones) are irrelevant and do not support his claims. Moreover, owners of the resources he refers to personally object to such abuse of their material.",0
134,"Wow, thanks, peeps. That really made my day. Usage #is what I'm thinking, it's printing out and it will probably sit on top of the piano for years to come. It's been great working with all of you. Novickas","You deserved this, I am happy that you like it ) Cheers,",0
